1	80	52
2	103	45
3	102	46
4	94	39
5	87	57
6	84	33
7	93	31
8	86	47
9	85	32
10	80	49
11	96	35
12	104	36
13	115	38
14	88	51
15	112	38
16	97	48
17	93	41
18	106	42
19	107	47
20	121	41
21	79	46
22	97	34
23	108	42
24	110	50
25	110	39
26	116	22
27	90	35
28	95	45
29	96	38
30	118	37
31	119	77
32	133	94
33	108	99
34	116	85
35	90	79
36	146	76
37	109	88
38	130	77
39	138	74
40	136	70
41	127	90
42	111	95
43	114	103
44	120	81
45	118	103
46	145	87
47	137	82
48	159	98
49	148	96
50	124	111
51	150	66
52	116	86
53	126	99
54	153	96
55	120	104
56	147	108
57	122	76
58	166	87
59	138	89
60	160	107
61	149	104
62	149	118
63	179	97
64	148	109
65	151	82
66	182	131
67	165	90
68	160	121
69	169	123
70	173	126
71	161	116
72	163	98
73	197	101
74	168	109
75	170	107
76	187	124
77	209	113
78	201	148
79	176	137
80	196	116
81	203	137
82	179	108
83	213	113
84	183	144
85	225	109
86	223	133
87	222	110
88	249	139
89	217	119
90	230	141
91	228	140
92	263	134
93	254	159
94	280	138
95	270	134
96	275	157
97	271	141
98	313	138
99	270	144
100	296	148
101	330	142
102	293	138
103	324	168
104	307	142
105	299	155
106	332	164
107	338	175
108	373	185
109	330	153
110	318	163
111	351	182
112	368	161
113	326	183
114	354	161
115	379	208
116	344	192
117	375	203
118	359	219
119	392	193
120	386	207
121	391	191
122	443	225
123	416	220
124	403	244
125	449	237
126	433	242
127	451	231
128	439	271
129	432	233
130	462	264
131	473	286
132	490	247
133	472	288
134	490	267
135	504	266
136	509	283
137	540	296
138	587	321
139	548	271
140	566	270
141	596	310
142	549	318
143	626	290
144	599	309
145	646	331
146	690	303
147	693	321
148	704	304
149	709	343
150	755	343
151	790	337
152	811	394
153	853	355
154	817	362
155	891	387
156	937	376
157	936	397
158	920	370
159	987	376
160	977	399
161	957	418
162	991	435
163	998	415
164	1110	423
165	1133	438
166	1061	431
167	1152	471
168	1095	511
169	1060	483
170	975	485
171	1041	514
172	1006	491
173	1036	557
174	997	543
175	1068	567
176	1060	598
177	1038	589
178	952	609
179	994	605
180	1011	663
181	1024	693
182	954	715
183	1048	740
184	988	711
185	991	787
186	994	819
187	954	831
188	920	815
189	952	897
190	901	870
191	907	836
192	920	875
193	909	874
194	906	1000
195	906	1030
196	826	938
197	826	1013
198	789	983
199	821	937
200	805	864
201	776	918
202	784	876
203	677	895
204	769	878
205	698	950
206	662	920
207	698	892
208	673	835
209	699	874
210	646	883
211	663	907
212	629	830
213	645	903
214	553	853
215	578	865
216	597	874
217	563	831
218	549	813
219	605	827
220	535	783
221	559	777
222	542	766
223	555	790
224	495	772
225	468	781
226	493	701
227	462	697
228	484	689
229	421	703
230	420	689
231	408	659
232	435	663
233	373	575
234	422	667
235	406	583
236	393	559
237	363	582
238	355	569
239	381	598
240	352	557
241	368	562
242	360	516
243	338	528
244	306	453
245	309	502
246	281	492
247	278	461
248	358	440
249	341	483
250	311	459
251	256	429
252	296	426
253	275	454
254	249	402
255	295	392
256	259	391
257	256	362
258	241	346
259	244	327
260	237	331
261	231	315
262	241	339
263	200	284
264	219	315
265	199	298
266	174	287
267	161	265
268	183	257
269	179	262
270	170	262
271	155	240
272	164	236
273	173	252
274	185	215
275	157	210
276	165	193
277	167	178
278	169	206
279	119	224
280	134	217
281	172	162
282	152	181
283	130	172
284	129	162
285	130	166
286	135	154
287	115	162
288	113	141
289	105	147
290	110	144
291	114	144
292	100	146
293	99	107
294	95	124
295	78	112
296	74	102
297	98	107
298	70	105
299	85	100
300	96	112
301	61	88
302	61	89
303	71	101
304	66	100
305	58	84
306	67	86
307	68	92
308	58	85
309	60	72
310	50	63
311	50	94
312	58	93
313	50	70
314	54	67
315	52	68
316	47	79
317	62	60
318	40	62
319	49	58
320	32	45
321	31	59
322	40	42
323	32	49
324	32	44
325	30	38
326	33	42
327	31	47
328	33	24
329	35	41
330	41	43
331	34	31
332	31	36
333	29	35
334	31	39
335	31	29
336	30	37
337	26	40
338	18	31
339	20	31
340	28	21
341	31	22
342	40	29
343	24	25
344	25	23
345	14	24
346	21	22
347	19	35
348	29	22
349	25	24
350	18	13
351	18	14
352	15	26
353	11	14
354	18	16
355	17	13
356	18	16
357	19	11
358	16	17
359	20	24
360	20	25
361	12	15
362	19	18
363	10	15
364	16	14
365	14	18
366	19	21
367	14	16
368	12	10
369	7	10
370	7	16
371	13	9
372	10	16
373	15	12
374	8	8
375	4	4
376	11	7
377	11	11
378	8	16
379	10	8
380	8	4
381	10	8
382	6	10
383	6	6
384	3	10
385	9	7
386	4	12
387	8	10
388	6	7
389	9	11
390	4	7
391	4	4
392	7	7
393	12	7
394	10	5
395	4	6
396	6	7
397	4	3
398	9	6
399	7	4
400	5	2
401	1	7
402	7	5
403	2	6
404	9	4
405	2	2
406	6	6
407	2	8
408	10	1
409	5	5
410	5	5
411	5	4
412	1	3
413	4	2
414	7	1
415	5	2
416	2	3
417	4	4
418	3	3
419	5	3
420	4	2
421	3	2
422	1	3
423	1	7
424	0	2
425	4	3
426	3	2
427	4	3
428	1	3
429	5	6
430	2	5
431	1	1
432	0	1
433	3	0
434	3	3
435	2	0
436	0	1
437	1	1
438	1	8
439	1	2
440	2	2
441	7	2
442	5	0
443	2	3
444	1	6
445	2	5
446	3	1
447	1	1
448	3	2
449	2	2
450	5	0
451	6	2
452	5	1
453	0	1
454	4	0
455	1	2
456	3	3
457	2	3
458	5	1
459	3	1
460	0	0
461	1	1
462	2	0
463	1	2
464	1	2
465	4	0
466	0	0
467	2	1
468	0	1
469	1	1
470	3	0
471	0	7
472	2	3
473	2	2
474	0	0
475	2	2
476	2	2
477	1	1
478	3	2
479	2	0
480	0	2
481	0	5
482	0	2
483	2	0
484	0	2
485	4	1
486	1	0
487	3	0
488	2	3
489	0	2
490	1	0
491	3	1
492	1	1
493	3	0
494	1	1
495	1	4
496	3	0
497	4	1
498	0	0
499	0	0
500	1	2
501	2	0
502	0	2
503	1	2
504	2	0
505	0	2
506	2	1
507	1	0
508	0	2
509	1	2
510	1	0
511	1	0
512	1	0
513	1	2
514	2	0
515	0	3
516	1	1
517	0	2
518	2	2
519	1	0
520	1	1
521	3	3
522	1	0
523	0	2
524	2	0
525	1	1
526	2	2
527	1	1
528	2	0
529	0	0
530	0	1
531	4	2
532	1	0
533	1	1
534	3	1
535	0	0
536	0	1
537	0	0
538	2	0
539	3	0
540	1	1
541	1	1
542	2	0
543	0	1
544	0	0
545	0	0
546	1	1
547	0	0
548	2	2
549	2	1
550	2	1
551	1	2
552	0	0
553	0	0
554	2	2
555	2	0
556	2	2
557	0	1
558	2	1
559	2	0
560	0	0
561	0	2
562	2	1
563	1	1
564	1	2
565	1	0
566	0	0
567	0	0
568	0	2
569	0	3
570	0	1
571	2	0
572	1	2
573	2	0
574	1	0
575	2	0
576	0	1
577	2	0
578	2	2
579	0	1
580	0	1
581	0	1
582	2	0
583	3	0
584	3	2
585	0	2
586	0	2
587	0	0
588	1	1
589	1	2
590	1	0
591	0	0
592	0	2
593	0	1
594	2	1
595	3	1
596	0	0
597	2	0
598	0	0
599	0	0
600	2	0
601	1	2
602	2	1
603	1	2
604	0	1
605	0	0
606	0	0
607	0	2
608	2	0
609	1	0
610	2	0
611	0	0
612	0	2
613	1	3
614	4	3
615	1	0
616	0	0
617	5	0
618	0	0
619	3	1
620	2	1
621	1	0
622	1	0
623	1	0
624	0	2
625	1	3
626	3	0
627	3	2
628	5	0
629	3	0
630	4	0
631	1	1
632	2	0
633	1	1
634	1	0
635	1	0
636	1	0
637	2	0
638	1	2
639	0	1
640	2	2
641	5	0
642	2	0
643	2	1
644	4	4
645	1	1
646	2	0
647	3	5
648	2	0
649	1	3
650	5	2
651	0	1
652	6	1
653	1	1
654	8	0
655	3	1
656	1	3
657	0	1
658	2	5
659	1	3
660	4	3
661	3	1
662	4	2
663	3	1
664	4	1
665	8	1
666	2	1
667	1	2
668	2	1
669	1	0
670	3	2
671	4	5
672	0	2
673	7	2
674	1	4
675	10	1
676	4	2
677	2	3
678	7	2
679	1	1
680	6	4
681	6	0
682	5	6
683	4	1
684	0	8
685	6	2
686	6	1
687	4	0
688	10	1
689	8	1
690	4	4
691	13	3
692	6	3
693	5	3
694	4	4
695	4	8
696	5	2
697	4	1
698	6	2
699	5	1
700	5	2
701	2	2
702	11	0
703	5	5
704	6	1
705	6	10
706	7	4
707	9	2
708	7	6
709	5	1
710	12	5
711	9	6
712	7	5
713	5	3
714	6	0
715	3	6
716	3	6
717	8	4
718	9	8
719	4	7
720	2	4
721	8	12
722	11	6
723	7	3
724	12	1
725	8	4
726	12	3
727	11	4
728	5	5
729	10	4
730	4	5
731	5	2
732	6	11
733	5	5
734	7	6
735	16	6
736	8	6
737	8	9
738	12	6
739	10	3
740	9	10
741	10	8
742	12	5
743	7	5
744	11	6
745	13	3
746	15	3
747	8	5
748	11	7
749	9	4
750	14	2
751	5	8
752	8	10
753	24	6
754	16	10
755	9	8
756	14	10
757	7	8
758	16	4
759	16	8
760	13	4
761	13	5
762	16	4
763	5	5
764	12	7
765	14	11
766	22	6
767	13	7
768	18	11
769	17	10
770	12	7
771	17	10
772	19	10
773	21	6
774	14	7
775	14	9
776	23	15
777	19	6
778	17	7
779	29	8
780	18	12
781	17	4
782	12	6
783	23	19
784	13	14
785	31	8
786	24	9
787	20	7
788	27	15
789	24	13
790	13	11
791	26	11
792	18	15
793	11	3
794	21	11
795	26	11
796	23	20
797	22	12
798	31	15
799	22	17
800	20	10
801	23	15
802	27	18
803	27	18
804	24	14
805	20	10
806	33	21
807	33	17
808	43	14
809	25	21
810	26	14
811	40	12
812	34	10
813	52	21
814	30	9
815	59	28
816	30	19
817	33	15
818	40	23
819	54	20
820	46	13
821	41	25
822	46	14
823	50	10
824	32	19
825	50	26
826	53	18
827	36	21
828	50	27
829	48	17
830	55	19
831	35	21
832	64	21
833	61	25
834	37	23
835	60	19
836	48	31
837	58	31
838	41	39
839	48	25
840	46	24
841	39	38
842	44	32
843	33	47
844	57	29
845	47	50
846	57	26
847	54	25
848	58	40
849	59	50
850	55	42
851	49	38
852	56	41
853	64	46
854	55	29
855	69	46
856	66	52
857	55	34
858	54	46
859	66	44
860	61	51
861	63	30
862	86	60
863	62	51
864	60	34
865	87	58
866	79	42
867	66	50
868	55	34
869	70	43
870	71	44
871	79	34
872	79	39
873	73	28
874	85	50
875	91	40
876	85	50
877	98	45
878	93	52
879	94	56
880	92	49
881	94	43
882	76	53
883	108	56
884	95	51
885	91	63
886	95	58
887	112	54
888	98	46
889	110	59
890	120	52
891	96	60
892	99	74
893	106	56
894	98	57
895	114	81
896	113	63
897	104	58
898	95	44
899	100	62
900	108	68
901	128	69
902	133	68
903	108	62
904	121	77
905	127	80
906	129	73
907	107	95
908	122	83
909	117	83
910	112	84
911	136	86
912	140	72
913	126	99
914	117	85
915	117	83
916	125	88
917	118	100
918	111	88
919	135	103
920	120	107
921	119	85
922	117	88
923	119	94
924	128	84
925	107	98
926	110	101
927	127	93
928	112	84
929	126	89
930	89	91
931	132	111
932	109	116
933	125	101
934	114	103
935	111	110
936	113	112
937	118	99
938	116	109
939	140	104
940	114	105
941	110	118
