1	64	60
2	74	57
3	53	63
4	62	58
5	58	66
6	74	61
7	59	54
8	63	67
9	82	71
10	79	71
11	58	64
12	61	51
13	78	55
14	75	64
15	65	73
16	87	72
17	73	64
18	68	64
19	90	65
20	61	72
21	70	70
22	48	59
23	63	62
24	66	61
25	62	76
26	51	68
27	74	52
28	63	62
29	58	58
30	78	53
31	67	52
32	75	51
33	64	35
34	74	46
35	85	44
36	78	51
37	92	40
38	94	39
39	76	58
40	66	50
41	94	42
42	76	46
43	86	59
44	104	52
45	102	49
46	112	64
47	64	52
48	93	44
49	80	68
50	93	42
51	77	57
52	99	31
53	98	44
54	81	43
55	84	40
56	103	38
57	96	53
58	99	47
59	105	38
60	98	51
61	95	50
62	105	44
63	86	41
64	104	51
65	78	50
66	98	54
67	99	69
68	97	67
69	123	53
70	94	43
71	126	63
72	105	43
73	132	63
74	123	59
75	115	64
76	114	68
77	135	44
78	130	63
79	110	58
80	102	67
81	111	40
82	115	64
83	130	65
84	123	51
85	126	56
86	132	62
87	125	65
88	150	62
89	132	75
90	144	60
91	121	66
92	149	67
93	139	49
94	168	65
95	164	47
96	176	55
97	155	57
98	164	64
99	178	81
100	171	58
101	183	73
102	198	64
103	170	85
104	213	74
105	182	63
106	205	81
107	198	86
108	187	85
109	177	70
110	200	61
111	166	66
112	182	72
113	187	78
114	189	78
115	191	85
116	186	78
117	232	80
118	184	89
119	172	76
120	209	79
121	185	67
122	192	92
123	187	97
124	213	105
125	206	107
126	219	121
127	206	92
128	227	103
129	218	102
130	214	103
131	239	114
132	237	116
133	236	106
134	261	132
135	254	105
136	253	107
137	267	117
138	257	111
139	264	99
140	269	119
141	255	111
142	271	109
143	302	120
144	265	110
145	283	123
146	319	109
147	333	143
148	320	121
149	307	100
150	405	141
151	348	110
152	342	120
153	370	120
154	403	158
155	430	140
156	410	136
157	433	124
158	425	157
159	425	132
160	422	140
161	477	161
162	455	153
163	401	163
164	483	172
165	440	174
166	477	166
167	464	163
168	472	174
169	447	172
170	469	181
171	453	175
172	476	168
173	419	205
174	458	179
175	411	194
176	425	217
177	436	225
178	362	214
179	410	236
180	400	296
181	440	253
182	379	248
183	368	239
184	376	277
185	341	279
186	408	276
187	380	283
188	413	317
189	378	304
190	384	316
191	321	346
192	362	340
193	309	295
194	308	350
195	306	323
196	307	343
197	311	350
198	319	341
199	289	316
200	275	340
201	297	331
202	265	341
203	280	292
204	261	313
205	278	293
206	261	276
207	194	330
208	224	278
209	228	298
210	228	289
211	257	331
212	246	281
213	248	273
214	244	266
215	225	246
216	222	300
217	204	280
218	190	287
219	209	241
220	189	275
221	178	235
222	173	246
223	156	230
224	172	234
225	172	229
226	147	218
227	157	226
228	150	235
229	114	217
230	154	195
231	147	196
232	149	196
233	129	203
234	127	184
235	98	189
236	111	188
237	108	139
238	87	161
239	120	156
240	100	172
241	92	187
242	97	188
243	104	175
244	95	173
245	91	160
246	84	162
247	75	156
248	75	132
249	94	138
250	63	143
251	84	128
252	61	130
253	90	102
254	86	116
255	76	124
256	82	99
257	52	106
258	67	94
259	79	78
260	57	100
261	65	102
262	57	97
263	48	77
264	45	76
265	45	61
266	54	69
267	43	62
268	38	57
269	54	75
270	35	57
271	43	66
272	37	55
273	29	60
274	31	56
275	30	51
